pmid,pmcid,doi,secondary_doi,collection_id,collection_name,source,image_name,map_type,image_file,collection_id.1,image_id,number_of_subjects,cognitive_paradigm_cogatlas_id,cognitive_contrast_cogatlas_id,contrast_definition,cognitive_paradigm_cogatlas_name,cognitive_contrast_cogatlas_name,image_path,contrast_id,id
23066083.0,,10.1126/science.1223252,,2389,Preference by Association: How Memory Mechanisms in the Hippocampus Bias Decisions,neurovault,Stimulus-stimulus association learning prediction error,T,images/2389/spmT_0001_2.nii.gz,2389,43805,28.0,trm_4c898acd1f28e,Other,Parametric: model-derived stimulus-stimulus association learning due to previous association phase pairing.,pavlovian conditioning task,Other,2389-43805_spmT_0001_2.nii.gz,"collection_id    2389
collection_id    2389
Name: 53, dtype: object-43805","23066083.0-collection_id    2389
collection_id    2389
Name: 53, dtype: object-43805"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s3_NegUrgency_PositiveContrast_zstat,Z,images/1848/zstat6_1.nii.gz,1848,28779,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28779_zstat6_1.nii.gz,"collection_id    1848
collection_id    1848
Name: 54, dtype: object-28779","27989844.0-collection_id    1848
collection_id    1848
Name: 54, dtype: object-28779"
27445208.0,5091687.0,10.1093/scan/nsw096,,1858,Letting the good times roll: adolescence as a period of reduced inhibition to appetitive social cues,neurovault,Socially Appetitive Block > Socially Aversive Block,T,images/1858/spmT_0001.nii.gz,1858,28869,35.0,tsk_4a57abb949a93,cnt_4b4a2f2e27574,All trials in each block,go/no-go task,Go trials,1858-28869_spmT_0001.nii.gz,"collection_id    1858
collection_id    1858
Name: 55, dtype: object-28869","27445208.0-collection_id    1858
collection_id    1858
Name: 55, dtype: object-28869"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s3_Premeditation_PositiveContrast_zstat,Z,images/1848/zstat7_1.nii.gz,1848,28780,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28780_zstat7_1.nii.gz,"collection_id    1848
collection_id    1848
Name: 56, dtype: object-28780","27989844.0-collection_id    1848
collection_id    1848
Name: 56, dtype: object-28780"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s3_Perseverance_PositiveContrast_zstat,Z,images/1848/zstat8_1.nii.gz,1848,28781,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28781_zstat8_1.nii.gz,"collection_id    1848
collection_id    1848
Name: 57, dtype: object-28781","27989844.0-collection_id    1848
collection_id    1848
Name: 57, dtype: object-28781"
17409238.0,6672420.0,10.1523/JNEUROSCI.0519-07.2007,,42,Triangulating a Cognitive Control Network Using Diffusion-Weighted Magnetic Resonance Imaging (MRI) and Functional MRI,neurovault,task002 008 unsucc minus succ stop,T,images/42/task002_cope08_unsucc_minus_succ_stop.nii.gz,42,3040,15.0,trm_4cacf3fbc503b,cnt_55399a008d960, unsucc minus succ stop,conditional stop signal task,unsuccessful stop minus successful stop,42-3040_task002_cope08_unsucc_minus_succ_stop.nii.gz,"collection_id    42
collection_id    42
Name: 58, dtype: object-3040","17409238.0-collection_id    42
collection_id    42
Name: 58, dtype: object-3040"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s3_SensSeek_PositiveContrast_zstat,Z,images/1848/zstat9_1.nii.gz,1848,28782,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28782_zstat9_1.nii.gz,"collection_id    1848
collection_id    1848
Name: 59, dtype: object-28782","27989844.0-collection_id    1848
collection_id    1848
Name: 59, dtype: object-28782"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s3_PosUrgency_PositiveContrast_zstat,Z,images/1848/zstat10_1.nii.gz,1848,28783,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28783_zstat10_1.nii.gz,"collection_id    1848
collection_id    1848
Name: 60, dtype: object-28783","27989844.0-collection_id    1848
collection_id    1848
Name: 60, dtype: object-28783"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s3_NegUrgency_NegativeContrast_zstat,Z,images/1848/zstat11_1.nii.gz,1848,28784,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28784_zstat11_1.nii.gz,"collection_id    1848
collection_id    1848
Name: 61, dtype: object-28784","27989844.0-collection_id    1848
collection_id    1848
Name: 61, dtype: object-28784"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s3_Premeditation_NegativeContrast_zstat,Z,images/1848/zstat12_1.nii.gz,1848,28785,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28785_zstat12_1.nii.gz,"collection_id    1848
collection_id    1848
Name: 63, dtype: object-28785","27989844.0-collection_id    1848
collection_id    1848
Name: 63, dtype: object-28785"
27864082.0,,10.1016/j.neuroimage.2016.11.025,,1880,"Individual variation in intentionality in the mind-wandering state is reflected in the integration of the default-mode, fronto-parietal, and limbic networks",neurovault,lIFS_MW-D_ negativeContrast,Z,images/1880/zstat2_1.nii.gz,1880,29060,123.0,trm_5667441c338a7,,,2nd-order rule acquisition,None / Other,1880-29060_zstat2_1.nii.gz,"collection_id    1880
collection_id    1880
Name: 64, dtype: object-29060","27864082.0-collection_id    1880
collection_id    1880
Name: 64, dtype: object-29060"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s3_Perseverance_NegativeContrast_zstat,Z,images/1848/zstat13_1.nii.gz,1848,28786,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28786_zstat13_1.nii.gz,"collection_id    1848
collection_id    1848
Name: 65, dtype: object-28786","27989844.0-collection_id    1848
collection_id    1848
Name: 65, dtype: object-28786"
27864082.0,,10.1016/j.neuroimage.2016.11.025,,1880,"Individual variation in intentionality in the mind-wandering state is reflected in the integration of the default-mode, fronto-parietal, and limbic networks",neurovault,lIPS_MW-D_ positiveContrast,Z,images/1880/zstat1.nii.gz,1880,29055,123.0,trm_5667441c338a7,,,2nd-order rule acquisition,None / Other,1880-29055_zstat1.nii.gz,"collection_id    1880
collection_id    1880
Name: 66, dtype: object-29055","27864082.0-collection_id    1880
collection_id    1880
Name: 66, dtype: object-29055"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s3_SensSeek_NegativeContrast_zstat,Z,images/1848/zstat14_1.nii.gz,1848,28788,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28788_zstat14_1.nii.gz,"collection_id    1848
collection_id    1848
Name: 67, dtype: object-28788","27989844.0-collection_id    1848
collection_id    1848
Name: 67, dtype: object-28788"
28541428.0,,10.1093/cercor/bhx129,,2417,Dissociable Roles of Cerebral μ-Opioid and Type 2 Dopamine Receptors in Vicarious Pain: A Combined PET–fMRI Study,neurovault,Pearson correlation: [11C]raclopride BPnd thalamus vs. haemodynamic responses to vicarious pain,T,images/2417/snpmT+_27.nii.gz,2417,43972,35.0,trm_4d55a2bbcfdff,cnt_4de6c62e9b5da,,choice task between risky and non-risky options,non-risky option,2417-43972_snpmT%2B_27.nii.gz,"collection_id    2417
collection_id    2417
Name: 68, dtype: object-43972","28541428.0-collection_id    2417
collection_id    2417
Name: 68, dtype: object-43972"
27864082.0,,10.1016/j.neuroimage.2016.11.025,,1880,"Individual variation in intentionality in the mind-wandering state is reflected in the integration of the default-mode, fronto-parietal, and limbic networks",neurovault,lIPS_MW-D_ NegativeContrast,Z,images/1880/zstat2.nii.gz,1880,29056,123.0,trm_5667441c338a7,,,2nd-order rule acquisition,None / Other,1880-29056_zstat2.nii.gz,"collection_id    1880
collection_id    1880
Name: 69, dtype: object-29056","27864082.0-collection_id    1880
collection_id    1880
Name: 69, dtype: object-29056"
29447377.0,5836278.0,10.1093/scan/nsy011,,2803,Behavioral and neural indices of affective coloring for neutral social stimuli,neurovault,Face liking predicted by activation to faces following Neg>Pos pictures,Z,images/2803/negFace-posFace_on_negLike-posLike_zstat.nii.gz,2803,52495,102.0,trm_551efdfd1a356,,,Face Identification task,None / Other,2803-52495_negFace-posFace_on_negLike-posLike_zstat.nii.gz,"collection_id    2803
collection_id    2803
Name: 70, dtype: object-52495","29447377.0-collection_id    2803
collection_id    2803
Name: 70, dtype: object-52495"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s3_PosUrgency_NegativeContrast_zstat,Z,images/1848/zstat15_1.nii.gz,1848,28789,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28789_zstat15_1.nii.gz,"collection_id    1848
collection_id    1848
Name: 71, dtype: object-28789","27989844.0-collection_id    1848
collection_id    1848
Name: 71, dtype: object-28789"
27864082.0,,10.1016/j.neuroimage.2016.11.025,,1880,"Individual variation in intentionality in the mind-wandering state is reflected in the integration of the default-mode, fronto-parietal, and limbic networks",neurovault,lIPS_MW-S_ PositiveContrast,Z,images/1880/zstat3.nii.gz,1880,29057,123.0,trm_5667441c338a7,,,2nd-order rule acquisition,None / Other,1880-29057_zstat3.nii.gz,"collection_id    1880
collection_id    1880
Name: 72, dtype: object-29057","27864082.0-collection_id    1880
collection_id    1880
Name: 72, dtype: object-29057"
28382935.0,5382676.0,10.1038/srep45967,,1689,Neuroanatomical correlates of forgiving unintentional harms,neurovault,Theory of mind - Frith-Happe animation - gICA analysis,T,images/1689/spmT_0001_3.nii.gz,1689,25994,49.0,trm_550b557e5f90e,cnt_553147bb4e97d,,social cognition (theory of mind) fMRI task paradigm,Mental Interaction,1689-25994_spmT_0001_3.nii.gz,"collection_id    1689
collection_id    1689
Name: 73, dtype: object-25994","28382935.0-collection_id    1689
collection_id    1689
Name: 73, dtype: object-25994"
27864082.0,,10.1016/j.neuroimage.2016.11.025,,1880,"Individual variation in intentionality in the mind-wandering state is reflected in the integration of the default-mode, fronto-parietal, and limbic networks",neurovault,lIPS_MW-S_ NegativeContrast,Z,images/1880/zstat4.nii.gz,1880,29058,123.0,trm_5667441c338a7,,,2nd-order rule acquisition,None / Other,1880-29058_zstat4.nii.gz,"collection_id    1880
collection_id    1880
Name: 74, dtype: object-29058","27864082.0-collection_id    1880
collection_id    1880
Name: 74, dtype: object-29058"
28701703.0,5508012.0,,,1712,The behavioral and neural basis of empathic blame,pubmed,Mental state segment - main effect of belief,T,images/1712/spmT_0001.nii.gz,1712,25995,46.0,trm_4f2453ce33f16,,Mental state segment - main effect of belief,social judgment task,None / Other,1712-25995_spmT_0001.nii.gz,"collection_id    1712
collection_id    1712
Name: 75, dtype: object-25995","28701703.0-collection_id    1712
collection_id    1712
Name: 75, dtype: object-25995"
27864082.0,,10.1016/j.neuroimage.2016.11.025,,1880,"Individual variation in intentionality in the mind-wandering state is reflected in the integration of the default-mode, fronto-parietal, and limbic networks",neurovault,lIFS_MW-D_ positiveContrast,Z,images/1880/zstat1_1.nii.gz,1880,29059,123.0,trm_5667441c338a7,,,2nd-order rule acquisition,None / Other,1880-29059_zstat1_1.nii.gz,"collection_id    1880
collection_id    1880
Name: 76, dtype: object-29059","27864082.0-collection_id    1880
collection_id    1880
Name: 76, dtype: object-29059"
29069521.0,5716095.0,10.1093/scan/nsx125,,3952,Love flows downstream: mothers’ and children’s neural representation similarity in perceiving distress of self and family,neurovault,children's brain self-family contrast negatively correlated with the perceptual similarity (ffa rsa value),Z,images/3952/zstat8_1.nii.gz,3952,65067,22.0,trm_4da890594742a,cnt_553a6ea7469af,children's attention to self pain > their child pain,emotional regulation task,all,3952-65067_zstat8_1.nii.gz,"collection_id    3952
collection_id    3952
Name: 77, dtype: object-65067","29069521.0-collection_id    3952
collection_id    3952
Name: 77, dtype: object-65067"
28701703.0,5508012.0,,,1712,The behavioral and neural basis of empathic blame,pubmed,Mental state segment - main effect of outcome,T,images/1712/spmT_0002.nii.gz,1712,25996,46.0,trm_4f2453ce33f16,,Mental state segment - main effect of outcome,social judgment task,None / Other,1712-25996_spmT_0002.nii.gz,"collection_id    1712
collection_id    1712
Name: 78, dtype: object-25996","28701703.0-collection_id    1712
collection_id    1712
Name: 78, dtype: object-25996"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s3_zfstat,Z,images/1848/zfstat1_1.nii.gz,1848,28792,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28792_zfstat1_1.nii.gz,"collection_id    1848
collection_id    1848
Name: 79, dtype: object-28792","27989844.0-collection_id    1848
collection_id    1848
Name: 79, dtype: object-28792"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s5_NegUrgency_PositiveContrast_zstat,Z,images/1848/zstat6_2.nii.gz,1848,28793,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28793_zstat6_2.nii.gz,"collection_id    1848
collection_id    1848
Name: 80, dtype: object-28793","27989844.0-collection_id    1848
collection_id    1848
Name: 80, dtype: object-28793"
28701703.0,5508012.0,,,1712,The behavioral and neural basis of empathic blame,pubmed,Mental state segment - interaction effect of belief and outcome,T,images/1712/spmT_0003.nii.gz,1712,25997,46.0,trm_4f2453ce33f16,,,social judgment task,None / Other,1712-25997_spmT_0003.nii.gz,"collection_id    1712
collection_id    1712
Name: 81, dtype: object-25997","28701703.0-collection_id    1712
collection_id    1712
Name: 81, dtype: object-25997"
27864082.0,,10.1016/j.neuroimage.2016.11.025,,1880,"Individual variation in intentionality in the mind-wandering state is reflected in the integration of the default-mode, fronto-parietal, and limbic networks",neurovault,lIFS_MW-S_ positiveContrast,Z,images/1880/zstat3_1.nii.gz,1880,29061,123.0,trm_5667441c338a7,,,2nd-order rule acquisition,None / Other,1880-29061_zstat3_1.nii.gz,"collection_id    1880
collection_id    1880
Name: 82, dtype: object-29061","27864082.0-collection_id    1880
collection_id    1880
Name: 82, dtype: object-29061"
27989844.0,,10.1016/j.neuroimage.2016.10.041,,1848,In need of constraint: Understanding the role of the cingulate cortex in the impulsive mind,neurovault,Seed_s5_Premeditation_PositiveContrast_zstat,Z,images/1848/zstat7_2.nii.gz,1848,28794,204.0,trm_56a91a92043bc,,,UPPS-P Impulsivity Scale,None / Other,1848-28794_zstat7_2.nii.gz,"collection_id    1848
collection_id    1848
Name: 83, dtype: object-28794","27989844.0-collection_id    1848
collection_id    1848
Name: 83, dtype: object-28794"
28701703.0,5508012.0,,,1712,The behavioral and neural basis of empathic blame,pubmed,Consequence segment - main effect of belief,T,images/1712/spmT_0004.nii.gz,1712,25998,46.0,trm_4f2453ce33f16,,Consequence segment - main effect of belief,social judgment task,None / Other,1712-25998_spmT_0004.nii.gz,"collection_id    1712
collection_id    1712
Name: 84, dtype: object-25998","28701703.0-collection_id    1712
collection_id    1712
Name: 84, dtype: object-25998"
30347281.0,6289638.0,,,3955,Neural correlates of effort-based valuation with prospective choices,pubmed,effort_gain_pos,Z,images/3955/zstat1.nii.gz,3955,65070,40.0,trm_4cacee4a1d875,cnt_5181f79e38fb2,,mixed gambles task,parametric gain,3955-65070_zstat1.nii.gz,"collection_id    3955
collection_id    3955
Name: 85, dtype: object-65070","30347281.0-collection_id    3955
collection_id    3955
Name: 85, dtype: object-65070"
